Tweet,Clasificacion
"Mi apoyo total al proyecto de la 4ª transformación. Y quien yo creo que es la indicada para llevarlo a su segundo piso. Es @Claudiashein Si apoyas a la 4T apoyas a su coordinadora. Sin medias tintas, sin zigzaguear. ¡Defínete ya!",1
"No voy a anular mi voto, pero por @Claudiashein no voy a votar",0
Yo soy #Obradorista y voy con @Claudiashein #EsClaudiaPresidenta2024 Para darle continuidad alProyecto de la #CuartaTransformación,1
"No soporto a @Claudiashein, no voy a votar por ella, soy acérrima enemiga de la #4TdeCaca. Usar el término “Judía” de manera despectiva es un error. La derretida es de origen judío PERO NO ES PRACTICANTE ni pertenece a la #ComunidadJudia",0
Voy @Claudiashein por si tenían la duda,1
"Ahora si, ya se por quien voy a votar🥳🥳🥳 @Claudiashein #PlanC",1
"Voy a dejar de seguir quien promueva abstenerse de votar, quien insulte a integrantes de la #4ta. Bienvenidos nuevos seguidores pro @Claudiashein. Como dice mi presidente: Amor con amor se paga, no sabemos odiar, pero tampoco aguantamos patanerías.",1
Lo realmente increíble es que hay gente capaz de votar por Sheinbaum.,0
"Nadie está contento con las marranadas que hizo MORENA, y personalmente NO pienso votar por Claudia...Pero de eso a sugerir que es peor que el PRIAN, ya me parece totalmente absurdo y burdo.Ninguno de los dos es bueno, mucho menos el PRIAN",0
"Una es Dra y la otra es Botarga, la elección es muy sencilla!! A apoyar a la Dra Sheinbaum!! Que siga la 4T",1
"Gracias por apoyar a la Dra.@Claudiashein, hacen un excelente equipo.Por el bien de todos, primero el Proyecto de Nación. ",1
Vamos a apoyar a @Claudiashein para que continúe la transformación de México,1
Jajajaja quisieras saco de pus la próxima presidenta de Mexico será @Claudiashein VAMOS CON VOTO MASIVO PARA MORENA CON PLAN C,1
"Cállate, por tu culpa anularé mi voto, globalista al servicio de los judios de la elite !!!",0
Sera un honor votar por la doctora @Claudiashein,1
Jamás volvería a votar por algún candidato de Morena y menos por @Claudiashein la títere de @lopezobrador_,0
Claro  hay que votar por Claudia.,1
"A ver ciudadanos de Coahuila, dice Claudia que hay les encarga su voto, para quitarles presupuesto, así que ya saben por quien no votar!!!!!",0
Si @Claudiashein gana la #EncuestadeMorena la verdad sería un retroceso en el logro del 2018.,0
"Felicidades @Claudiashein nunca jamás en latino América gobiernos represores, manipuladores, violadores al estado de derecho, mucho menos socialista y comunistas. Por eso hay que votar por @XochitlGalvez",0
"A nadie le interesa tu opinion traidor a la patria. Y sí te exige o presiona López ""incitar al odio"" en contra de una persona como retribución a tu pago. Ni modos, el  RIDÍCULO lo haces solito...México se reserva el derecho de votar por ti para un puesto en el futuro. PENDIENTES",0
Yo voy a votar por @Claudiashein que si está preparada para llevar un país y ella representa la continuidad de todo lo que ha hecho ,1
"Yo voy a votar por la que va aumentar la pensión de ayuda a los adultos mayores, estudiantes y discapacitados, también quien va aumentar el salario mínimo, también voy a votar para que se realice la reforma del Poder Judicial, por eso mi voto es por @Claudiashein ",1
Doctora cuente con los #Mexicans de el Rio Grande Valley #RGV los #Texans y en general en #USA nos brincamos el charco a votar. Usted ya es #ClaudiaPresidenta2024,1
Presidenta 2024! Mi voto y confianza para usted. Lo demás y esos demás salen sobrando.,1
"Claudia Sheinbaum @Claudiashein es una tramposa corrupta, no será presidenta.",0
#AFRAC apoya a la futura presidenta Claudia Sheinbaum,1
"Nunca vas a llegar a ser presidenta, el pueblo no es idiota y somos muchos los Mexicanos que vamos a votar por sacarlos del poder. Bola de corruptos, ladrones e incompetentes! #ladycalca",0
"Que poca carisma, pero eso lo perdonaría, es la incompetencia de @Claudiashein lo que me hará anular mi voto para el 2024",0
"Yo decidí anular mi voto en el 24, no me haré responsable de la incompetencia de @Claudiashein además de que su futuro fracaso ocasionara lo mismo que en Brasil, su incompetencia traerá a la extrema derecha a este país, es una globalista !!!",0
Yo estoy a muerte con el movimiento y la 4T y votare por @PartidoMorenaMx pero en esa boleta presidencial voy a anular el voto y no votare por @Claudiashein y legitimar el robo a @m_ebrard  y poner a alguien sin la capacidad para llevar al país adelante 😌😌,0
"Anular el voto no queremos a Claudia, se acabó la 4T",0
Asi es... voto inteligente! Anular la presidencia espurio como la de perú @Claudiashein,0
"Ni+A44 madres, si no gana @m_ebrard yo no votaré por @Claudiashein ,esa pinche corrupta ha tenido 5 años el Metro en decadencia como NUNCA ANTES, imaginen cómo va a tener al país. Prefiero anular mi voto antes que votar por esa momia que ni hablar sabe.  #EncuestaMorena ",0
"Si no es @m_ebrard van a perder miles de votos, y mejor, prefiero anular mi voto antes que dárselo a la corrupta de @Claudiashein",0
Si gana @Claudiashein me verá en la triste necesidad de anular mi voto ,0
"Es lo menos que debe tener una persona como ella , no como la corrupta de @Claudiashein que tiene todo a nombre de sus familiares y prestanombres",0
"Es @Claudiashein … corrupta, mentirosa, hipócrita y demás, esto siguen queriendo para este País.",0
Otra muestra de la continuidad que pretende la corrupta @Claudiashein,0
Lamentablemente mi voto no será para Claudia. Mucho menos será para la botarga. Está vez será voto nulo. No hay candidato confiable!!!,0
"¿Cuáles todos? Irás tu, yo voy con la que será una excelente candidata y mejor presidenta, es decir con @Claudiashein",1
"también soy obradores e iba con @m_ebrard, ahora que se han definido las cosas a favor de @Claudiashein voy a votar por ella. Nunca pasó por mi dejar de dar mi voto si no llegaba Ebrard, me gustaría verlo en la dirigencia de morena limpiando la suciedad actual",1
Yo voy con claudia sheinbaum,1
#SúMAteaClaudia es la mejor opción a la continuidad de la 4T,1
"La Dra @Claudiashein es la persona más preparada para gobernar y hará un gran papel como Presidenta, mejor que el que ha hecho en CdMx. Su personalidad es seria y centrada, no es una payasa vulgar e ignorante.",1
Claudia Sheinbaum nos recuerda que la patria es de todos. Su llamado a la unidad nos llena de esperanza para un México mejor,1
"Este mensaje es un recordatorio importante de que la unidad es la clave para el progreso, sigamos adelante con nuestra querida Claudia, trabajando juntos por un México mejor",1
"Así es ,por eso vamos a  votar por @Claudiashein es la mejor opción para este 2024",1
"Siempre fue la mejor opción @Claudiashein , por cualquier lado que se vea, @m_ebrard fué un muerto político qué @lopezobrador_ resucitó y brilló un poco como la luna brilla mientras recibe la luz del sol",1
"Jajajajaja cierto, aunque mucho mejor opción que la incompetente de @Claudiashein",0
"Votaré por @XochitlGalvez  no es la mejor opción, pero ha demostrado tener más carácter y personalidad qué @Claudiashein @PartidoMorenaMx resultó ser un fracaso y total decepción, no voté por @lopezobrador_ las 3 veces que fue candidato, pero esperaba más de su partido y gente.",0
Es la mejor opción estar con Claudia para darle la continuidad al trabajo que a hecho ahora a nivel nacional,1
Si se puede hacer el cambio verdadero con la 4T y Claudia es la mejor opción para defender y luchar por la transformación,1
"Por un gran progreso de México necesitamos políticos capaces de llevar el rumbo del país , por eso en el 2024 la mejor opción es Claudia Sheinbaum",1
"La mejor opción sin duda es Claudia, Álvaro Obregón apoyandola",1
Con la Dra. @Claudiashein para presidenta es la mejor opción ,1
#EN ÁLVARO OBREGÓN  CLAUDIASHEIN ES LA MEJOR OPCIÓN,1
"Aunque les duela, el mejor perfil para ser Coordinadora Nacional y próxima Presidenta de México. #ClaudiaPresidenta2024 ",1
Por eso votare por @Claudiashein ella le tiene rencor a los corruptos como tu y xochil solo le tiene amor al dinero y amor al grupo neoliberal que representas. ,1
Jajajaja y cuando vas a exigir q @Claudiashein devuelva todo lo q robo para su campaña ilegal desde hace dos años ay q ser parejos no solo repetir lo q me digan,0
"Ojalá @Claudiashein rembolse todo lo que se ROBÓ del presupuesto para el metro, que se cae a pedazos, y el sueldo que se le pagó porque claramente no trabajó.",0
"Si @Claudiashein nos devuelve lo de las 500 giras, espectaculares y bardas q pago con lo q se robo del @MetroCDMX , les echamos monton a las 2.Ademas, @Claudiashein inicio con su campania ilegal mucho antes depedir licencia....No se vale ver solo la paja en el ojo ajeno.",0
Primero exígele a la asesina @Claudiashein que regresé lo que se robó de los fondos de ahorro de los trabajadores del gobierno y lo que desvió del Metro para financiar su campaña ilegal. Ten un gramo de congruencia y de madre.,0
"Yo siempre dije que si Adán no resultaba ganador de las encuestas, apoyaría al que resulase elegido y es lo que coy hacer. Mi apoyo sera para @Claudiashein. El carnal Marcelo resultó ser un vulgar ambicioso.Que no se olvide el plan ""C"" Todo MORENA",1
Yo soy Obradorista y mi apoyo a @Claudiashein es por lo mismo! el presidente No! me a fallado seguiré siendo Obradorista y cuando Claudia sea la presidenta seguiré siendo Obradorista  ella es la continuidad de el proyecto de nación. Es el Encargo no el cargo!,1
"o importante es darle continuidad al proyecto de @lopezobrador por lo tanto el apoyo a @Claudiashein y los que se quieran ir , pues se pueden ir, pero yo apoyo a @lopezobrador_ y a Morena",1
Yo voy con Claudia Sheinbaum mi apoyo total con Claudia Sheinbaum,1
lo pensando que @m_ebrard era el bueno y salió berrinchudo y traidor!!! Ahora con más razón mi apoyo es hacía @Claudiashein,1
"Yo también soy CATÓLICO  y apoyo a @Claudiashein Dios nos mandó a predicar su evangelio a quien quiera escucharlo, no a obligar a la gente a hacerlo, libre albedrío, si no, ustedes si serían tiranos o socialistas",1
" @ClaudiasheinYo no te apoyo, caes mal, das hueva, toma 1 curso de desarrollo personal para que te enseñen a hablar,",0
"Lo que tú hagas no me interesa, yo no apoyó a Claudia asi cómo muchos más. Si ella quiere el apoyo que nos convenza. Tú no eres yo,.ni viceversa",0
"No votare por @Claudiashein eh mi buen @CerdonioF ni en 10 mil años, esta es la ultima vez que veremos a AMLO , yo apoyo al presidente pero Shenbaún no",0
Yo no apoyo a @Claudiashein para nada. Simplemente el cuestionado proceso de encuestas la arrojó a ella como ^ganadora{ y pues hasta que ese mecanismo no cambie es lo que hay.,0
Yo retiro mi apoyo desde ayer . Y la verdad hasta decepcionado de como impuso Obrador a Claudia.No creí que se cumpliría lo que decían los facho,0
"Hermano yo no apoyo a Claudia, por abusar de publicidad en todo el pais y las preferencias muy pseudo morena podra ser pero no. No me gustó y mi voto se va pal otro lado nomas de ardida, quizas dias antes de cambie pero ahora ando con la bilis al cien",0
Yo no voy a votar nunca por ti @Claudiashein,0
"No quepo de contenta, yo sabía que @Claudiashein ganaría, porque se notaba el apoyo del pueblo, pero sentía desesperación por las marrullerías de Marcelo y su pandilla. Terminó el proceso, pero yo terminé asqueada de la actitud de esos ""ambiciosos vulgares"".",1
"gual yo tenía en mente a otra persona, por lo difícil que va a hacer el próximo sexenio, espero y @Claudiashein no se tiente el corazón para hacer lo necesario para sacar adelante a México, mi apoyo total a la 4T!",1
"No les alcanza, el pueblo es más chingón! Nuestra presidenta será @Claudiashein , a huevo!",1
"Eres una corrupta, nunca serás presidenta.",0
Dra. Claudia 🏆mi futura presidenta....,1
Claudia representa a la mayoría de los mexicanos.Será presidenta.,1
Mi presidenta será la @Claudiashein  ella si tiene doctorado y no vendía Gelatinas ni mal ablada.,1
Claudia para presidenta vamos con todo,1
"Sigue siendo hermosa, y no te olvides que también muy humana y cientifica, sin duda no solo sera la primera presidenta mujer de México sino también la mejor en dicho cargo.",1
Ah caray!! Seria bueno ver a la presidenta Sheimbaum en la cárcel,0
Estoy contigo Claudia presidenta!!!,1
sisisisisi ya siéntese señora y siga moviéndole al atole del #Bienestar con el palo que le regalo el licenciado @Claudiashein no serás Presidenta,0
Resígnate tú a que Claudia nunca será presidenta,0
"Ah pero la charamusca @Claudiashein quiere ser presidenta! No pudo con la CDMX y quiere llevar un país, está igual de Pndeja que el anciano AMLO",0
Sí peleo por mis intereses y tú imposición qué es? Igual de ridícula no va a ganar Claudia nunca Será presidenta,0
Mi próxima Presidenta Claudia Sheinbaum al 100 con usted Dra Claudia Sheinbaum ,1
Mi apoyo total a la Dra. @Claudiashein próxima presidenta de nuestra gran nación mexicana,1
"Ni madres señora!! Usted no será Presidenta!! La historia la juzgará, al tiempo.",0
"Absolutamente NADA ,, por que @Claudiashein NO SERÁ ,,!!!",0
"No subestimen a los ciudadanos,@Claudiashein nunca será Presidenta. Fue la mejor elección del corruptazo de @lopezobrador_ nadie la quiere. Jajajajaja",0
Yo no votaré por Claudia,0
"habla por ti. pero es lo de menos, la mayoria de tu estado VA A DECIDIR y no sera claudia!.. asi que orele a chsm",0
"Mentira ,la rata asesina de la @Claudiashein NO ES GRATA en DURANGO, Ni TU LO ERES , traidor chapulín, restaurantero de 5a.Esa rata no será presidenta nunca , al contrario irá ala cárcel por miles de muertes, sigela defendiendo para que estés en su misma celda de esa RATA!",0
"No, lo importante es que ella no va a ganar, si es coordinadora pero no será presidenta, eso sí es importante.",0
"Lo que si es real es la ineficiencia, lo poco humana, la nula credibilidad, la ineficacia de @Claudiashein ...eso sí es basura vil. ",0
"ues hace mal, debería hacer a un lado su arrogancia y soberbia, hablar con ""todos"", intentar convencer a ""todos"" porque necesitamos de ""todos"" para avanzar con firmeza y alcanzar la mayoría calificada en las cámaras. Sino, será presidenta pero muy débil y no servirá para nada.",0
Con gran entusiasmo recibimos la noticia. Hasta la victoria con NUESTRA PROXIMA PRESIDENTA.  Aquí le dije Sra presidenta. Saludos,1
La cámara de diputados en pie para recibir a la futura presidenta @Claudiashein ,1
"Lo felicito, estar al lado de la primera presidenta de México. #EsClaudia. Y siga la 4T",1
Con la #4taTransformacion y junto con la Dra.#Claudia Presidenta seguiremos en pie de lucha para q esto sea una realidad saludos a todos,1
Con todo Diputado @Claudiashein PRESIDENTA de México,1
"perdiste tu tiempo. esa mujer nunca será presidenta de mexico. es muy vulgar, mediocre y corrupta. así de simple.",0
Que CHAPTM la judía errante de @Claudiashein y arriba doña @XochitlGalvez próxima presidenta de México,0
"Que viva nuestra presidenta, la doctora Claudia, un saludo fraternal.",1
Nuestra presidenta @Claudiashein seguirá con la 4T,1
Que chula mi proxima presidenta claudia sheibaun como toma en cuenta a noroña siempre para la foto esa es una gran lider..,1
Nuestra futura presidenta Claudia Sheinbaum implementando el desarrollo de gobierno digital en beneficio del pueblo. #ClaudiaPresidenta2024,1
La próxima Presidenta @Claudiashein necesita hombres de estas alturas.,1
No es acosar es sacarle lo ratas qué son cabrones.. presidenta una lacra de esa naturaleza qué jodidos estan,0
te queremos Claudia te queremos nuestra próxima y primer presidenta,1
Nuestra futura presidenta debería invitar a colaborar con ella a Andrés Manuel López Beltran como operador político,1
"Sin duda alguna la mujer mas honesta, trabajadora y preparada que tendrá el país como presidenta @Claudiashein",1
"Cuando pienso en el país pienso en @Claudiashein como presidenta, con su capacidad de liderazgo probada y visión inclusiva nos depara un futuro más brillante y equitativo.#ClaudiaPresidenta2024 ¡La voy a apoyar cada vez más por lo que veo en redes!",1
Claudia va a ser la mujer presidenta de México y va a pasar a la historia como una de las mejores. Y Sandra en el basurero de la historia!,1
"Que poca carisma, pero eso lo perdonaría, es la incompetencia de @Claudiashein lo que me hará anular mi voto para el 2024",0
vamos espuria ?? me.suena a manada q esos x un hueso cargose doblen es problema de ellos yo no y ire anular el voto x la presidencia hacia ti no x ser mujer si no x la.forma rn q llegaste fue y es una imposicion dedazo como le quiera llamar judia espuria,0
"Yo decidí anular mi voto en el 24, no me haré responsable de la incompetencia de @Claudiashein además de que su futuro fracaso ocasionara lo mismo que en Brasil, su incompetencia traerá a la extrema derecha a este país, es una globalista !!!",0
o estoy a muerte con el movimiento y la 4T y votare por @PartidoMorenaMx pero en esa boleta presidencial voy a anular el voto y no votare por @Claudiashein ,0
#MiVotoNoesPorClaudia. Prefiero anular mi voto. Lamentable la decisión,0
"No voy a anular mi voto, pero por @Claudiashein no voy a votar.",0
Le exigimos durante años a @Claudiashein que hiciera bien las cosas y que jugara limpio. No hizo caso. Me inclino por anular mi boleta de presidente.,0
No. Me inclino por anular. Tendría que haber un cambio muy radical contra la derecha oportunista en su campaña por parte de @Claudiashein para que vote por ella. Pero lo veo prácticamente imposible.,0
"Soy pro AMLO y pro 4t gano la mujer esta Claudia,pero jamas votare por  ella, voy a anular mi voto,no voy a votar por esta mujer que trae a tras de ella a los empresarios,judíos y lo peor a los gabachos, ya estaba la cargada hacia esta mujer que no me inspira confianza para nada.",0
"Anular el voto no queremos a Claudia, se acabó la 4T",0
"Ni madres, si no gana @m_ebrard yo no votaré por @Claudiashein ,esa pinche corrupta ha tenido 5 años el Metro en decadencia como NUNCA ANTES, imaginen cómo va a tener al país. Prefiero anular mi voto antes que votar por esa momia que ni hablar sabe.",0
Si gana @Claudiashein me verá en la triste necesidad de anular mi voto ,0
"Si no es @m_ebrard van a perder miles de votos, y mejor, prefiero anular mi voto antes que dárselo a la corrupta de @Claudiashein",0
Espero que gane @Claudiashein porque después de todo el cochinero que estan haciendo esos tipejos farsantes corruptos @m_ebrard y @adan_augusto para imponerse en la candidatura presidencial el proceso de la encuesta se debería de anular,1
Yo no voy a votar por @Claudiashein Así de simple: ...NO ME CAE BIEN…,0
"Soy orgullosamente Mexicano y voy a votar por @Claudiashein por qué como decía Nuestro Sr. Jesucristo, Ama al prójimo, como a ti mismo.",1
"Voy a votar por @Claudiashein porque quiero que la Cuarta Transformación siga. Para Gozar de la tranquilidad de Guerrero, Chiapas o Tamaulipas.",1
Buenos días! Marrieto. Claro! todo un aspiracionista pero voy con @Claudiashein,1
"Cuando pienso en el país pienso en @Claudiashein como presidenta, con su capacidad de liderazgo probada y visión inclusiva nos depara un futuro más brillante y equitativo.#ClaudiaPresidenta2024 ¡La voy a apoyar cada vez más por lo que veo en redes!",1
Yo voy a votar por @Claudiashein por qué ha demostrado ser mucho más inteligente que chochil,1
"no voy con Claudia, debieron elegir otro candidato.",0
"TODOS VAMOS BIEN con @Claudiashein encabezando la defensa de la #4T, y que sea candidata a la presidencia 2024-2030. #AMLO @lopezobrador_ nos ha aclarado que podemos confiar en seguir adelante con #ClaudiaSheinbaum. Parte de lo que nos toca AHORA, como lo ha sido, es la UNIDAD.",1
"Y la única #Cogupta seleccionada con una encuesta amañada y posterior a que el presidente la posicionara entre la gente como su candidata es ella, la Cheimbaum. ",0
"Por supuesto que es una gran candidata, ella no planeó ni atentó en la tragedia. No se puede responsabilizar a alguien por las acciones de otros!!",1
"Háblenos mejor de su novio, el coordinador del bienestar en Baja California, acusado de desviar fondos para apoyar a @Claudiashein",0
Gracias sr @fernandeznorona por apoyar a la doctora @Claudiashein y seguir ayudando a la trasformación del pais.,1
"Las comunidades indígenas seguimos en #MORENA. Vamos a apoyar a @Claudiashein, si @m_ebrard busca otros horizontes, le deseamos que le vaya bien”:",1
"Además de que @Claudiashein es una corrupta, negligente criminal y peligro para México, tenemos otra razón para no votar por ella: no sabe qué es el internet de las cosas.",0
Esta lombriz d agua puerca @Claudiashein además d robar ¿Sabrá hacer otra cosa? ¿Los pgndejos serán tan p3nd3j0s para volver a votar x una porquería q no emociona ni a los mismos morenarcos? ,0
No vamos a votar por un títere AMLO y del globalismo.,0
"Que falta de respeto , que la sheibaum ganara con mañas me preocupa mas que @AlfredoJalife  , dio datos duros sobre @Claudiashein",0
"Seguramente la corrupta @Claudiashein ya le ofreció alguna secretaria, pobre @RicardoMonrealA se quedara como el perro de las dos tortas, la ex regenta no ganará",0
Es un hecho que Claudia ganará en 2024 los Twiteros no votan nomás recuerden que paso en el Edomex que decía que Alejandra del Moral ya alcanzaba a Delfina y puras mentiras salió triunfadora Delfina aquí será igual la ventaja de Claudia es inalcanzable,1
Claudia jamás será presidente. Ni siquiera en el remoto caso que ganara. Ni Judas ni dedos.,0
Yo si estoy de acuerdo en que ganara Claudia Sheinbaum es muy buena opción México merece el cambio,1
Esa desabrida de la Shitbaum no ganará ni en tus sueños lapicin,0
"No se preocupen la titina no ganara la presidencia por corrupta, asecin y para eso no voten por ella",0
"claudia ganará no tengo duda no se sabe el % pero eso no es lo importante si no  la mayoría en las cámaras, ahí es donde radica las consecuencias de un ME-MC",1
"Definitivamente @Claudiashein ha ido  adelante  de sus otros oponentes del mismo o cualquier otro partido y de muchos meses atrás, yo creo que CS ganará solo que las % se moverán invariablemente y de eso depende lo que sucedera mañana ",1
Claudiashein ganará y será tan buen presidente como el actual,1
"Si un Jefe o Jefa de Gobierno de la Ciudad de México se desempeña como lo hizo la Dra. @Claudiashein la gente lo notaría y la querría para Presidenta de México. Ahí están los resultados, ganó la encuesta y el 2 de junio de 2024 ganará la elección presidencial. #AMLOaClaudia",1
No a ganado nada ni ganara la próxima presidenta de México será la doctora @Claudiashein ,0
Yo estoy con Claudia,1
"Dios! esto es tan aberrante como decir que la @Claudiashein ganó por votación ""limpia""",0
"Se rectifica que una vez mas sus encuestas fueron puro fraude como ellos, puro atole con el dedo a los que creen en ellos jajajajajajajaja pura pndja y pndjo conforman su equipito de mediocres perdedores de lachimoltrufia @Claudiashein",0
"Corrección a su discurso, no ganó México, no ganó la democracia, usen bien las palabras, ganaron los simpatizantes de la señora. Tanto estudio para no saberse expresar de manera correcta y adecuada. Una disculpa al resto de los mexicanos que si sabemos expresarnos bien",0
"adan_augusto era mi gallo, pero como soy Obradorista con palabra, tenía que apoyar a quien ganara, pero me preocupaba al pensar, ""y si gana Marcelo o Monreal? Dejé de sufrir cuando ganó @Claudiashein, y estoy con ella al 100%.  Sin duda alguna, ella dará continuidad a la 4T.",1
"Yo le pediría al @INEMexico que el dinero de las elecciones de 2024, ya ni lo contemplen, ya denle la constancia de Presidente electa a la Doctora @Claudiashein  ya la señora Xochitl está totalmente en la lona. Lo de  #LaCasaDelMoche es solo el principio de más escandalos.",1
Maldita inhumana órale infeliz intolerante a demoler la casa de X!! Demolerías la casa de tu propia madre junto con ella si fuera necesario para llegar al poder maldita cínica!!,0
"Yo estoy con @Claudiashein de principio a fin en esta batalla porvenir 2024 para la continuidad de la Cuarta Transformación de México 🇲🇽.
No permitiremos que intereses mezquinos dentro y fuera del país detengan los avances alcanzados.",1
Jamas fuera estas lacras asesinos de 4ta @Claudiashein @adan_augusto y el otro mugroso que ni se como se llama,0
Claudiashein Fuera comunistas del poder.,0
#Fuera el sionismo de Mexico!!!!#Fuera @Claudiashein !!!!,0
"Proyecto de destrucción No se los permitiremos Fuera Amlo, Claudia y Morena",0
"Lo que esta haciendo @Claudiashein es sumamente inteligente le permitirá llegar más que fortalecida a la contienda, la arrastrada a la oposición será histórica.",1
"Si gana seguiremos esperando a que Mexico sea gobernado por una mujer, porque este títere no servirá más que para dejar que el corrupto mañanero siga gobernando desde la chingada. patético!",0
En México 🇲🇽 estamos con @ClaudiaShein y en Puebla @NachoMierv #YaEsNacho ,1
Siempre de la mano la doctora @claudiashein de los mejores! @nachomierv es la carta fuerte en mi Puebla #YaEsNacho,1
"Hazte cargo de tu hijo, asesina @Claudiashein",0
"está muy inflada @Claudiashein ni en la #cdmx tiene respaldo, debilitó a @PartidoMorenaMx  en la entidad donde más fuerte era la izquierda a nivel nacional, el 2024 les traerá muchas sorpresas",0
"a lo traicionaste, ya lo pisoteaste, humillaste y destruiste. Vales verga, hipocrita Shitbaum.",0
Claudia eres la mejor estoy contigo asta el final te kiero mucho muchas bendiciones att conejo tepito,1
Claudiashein Excelente!!! La mejor decisión!,1
La mejor opción #ClaudiaPresidenta,1
"La mejor decisión doctora @claudiashein, el diputado @NachoMierV  ha representado a la transformación en el congreso",1
"Si ea una pelele la Sheinbaum, no tiene el temple ni carácter para ser la próxima gobernante, lo que si tiene es una ira y resentimientos que acumula y cuidado con quien se le pone enfrente. Personitas así, no se necesitan para guiar a México a un mejor futuro",0
Para continuar la 4ta Transformación Claudia Sheinbaum la mejor opción. ,1
"Claudia Sheinbaum tiene el mejor aval ,apoyo total al proyecto de la 4T transformación",1
Claudiashein Es un honor estar con la mejor!!,1
"En tiempos de incertidumbre, necesitamos líderes como @Claudiashein que escuchan a la gente y toman medidas valientes. Confiamos en que nos llevará hacia un futuro mejor. ",1
Felicidades Dra. @Claudiashein  unidos se hará más fuerte la transformación por un país mejor,1
La mejor opción!!! Muchas felicidades a la doctora @Claudiashein y a nuestro señoron @fernandeznorona,1
"No tiene ningún cargo para respaldar el presupuesto, mejor que se haga responsable @Claudiashein  por la falta de mantenimiento del metro.",0
"Lo mejor que le puede pasar a México con nuestra próxima presidenta de México el mejor relevo la doctora @Claudiashein. 
Para seguir con la transformación de México y gracias a nuestro diputado Gerardo Fernández Noroña  la unidad de Morena 7todos los mexicanos VOTO MASIVO A MORENA",1
Estoy de acuerdo @Claudiashein la mejor candidata!!,1
"#Cogupta, la cinica,criminal, corrupta piensa que sus perros del bienestar nos harán cambiar de que ella es la miserable palera de @lopezobrador_, además impuesta por fraude, @Claudiashein nunca vas a llegar a palacio nacional, nunca.",0
"Es obvio que @Claudiashein fue la elegida de @lopezobrador_ porque ella, en realidad, no es nada ni nadie sin él. Y aún si ella llegara a presidente y ya en el poder se le quisiera salir del huacal, en un parpadeo López le organiza una revocación de mandato para sustituirla.",0
"Claudiashein Repártansela  o rifenla y quédense  con ella, millones  de mexicanos  la repudiamos NO SERA PRESIDENTA  !!  hagan  trampas, mañas, porquerías , lo que hagan sabiendo  lo cochino que son...NO LLEGARA !!EL PUEBLO, LOS MEXICANOS  YA DESPERTAMOS  !!MORENA...DESTRUCCIÓN !!",0
"ClaudiasheinTraes mucha cola larga y delitos que pagar, ya la historia y karma llegará. Y no generalizar eh, el pueblo analfabeta y manejable,  los que si tienen criterio propio ni locos te seguimos.",0
"#ClaudiaSheinbaum, la títere de @lopezobrador_, sigue creyendo que sus artimañas y promesas vacías la salvarán. Pero México ya despertó y no la queremos en el poder. ¡El pueblo no se dejará engañar! 🇲🇽 #NoClaudiaNo #FueraClaudia #MéxicoDespierta""",0
